0.000000000000000000e+00	5.000000000000000000e-01
1.000000000000000021e-02	4.801962651156930773e-01
2.000000000000000042e-02	4.615433573142854184e-01
2.999999999999999889e-02	4.450614349703643224e-01
4.000000000000000083e-02	4.315236682914302957e-01
5.000000000000000278e-02	4.213670905644109066e-01
5.999999999999999778e-02	4.146405444848023647e-01
7.000000000000000666e-02	4.109956824733365655e-01
8.000000000000000167e-02	4.097223586541760554e-01
8.999999999999999667e-02	4.098249554914515924e-01
1.000000000000000056e-01	4.101317226744145561e-01
1.100000000000000006e-01	4.094255413112420361e-01
1.199999999999999956e-01	4.065820547671701868e-01
1.300000000000000044e-01	4.007001001175439781e-01
1.400000000000000133e-01	3.912099536625300300e-01
1.499999999999999944e-01	3.779470299391001209e-01
1.600000000000000033e-01	3.611821457097471599e-01
1.700000000000000122e-01	3.416039368473424709e-01
1.799999999999999933e-01	3.202540473852967251e-01
1.900000000000000022e-01	2.984207835122523744e-01
2.000000000000000111e-01	2.775015163111113070e-01
2.099999999999999922e-01	2.588477420875122115e-01
2.200000000000000011e-01	2.436089753480226716e-01
2.300000000000000100e-01	2.325922955426933947e-01
2.399999999999999911e-01	2.261532929365997480e-01
2.500000000000000000e-01	2.241314319740480565e-01
2.600000000000000089e-01	2.258387104649519639e-01
2.700000000000000178e-01	2.301053244501586881e-01
2.800000000000000266e-01	2.353803465693060648e-01
2.899999999999999800e-01	2.398797478497434743e-01
2.999999999999999889e-01	2.417690052815149038e-01
3.099999999999999978e-01	2.393635593038401788e-01
3.200000000000000067e-01	2.313279362638505088e-01
3.300000000000000155e-01	2.168537090222366626e-01
3.400000000000000244e-01	1.957977409288061410e-01
3.500000000000000333e-01	1.687652668617011242e-01
3.599999999999999867e-01	1.371270529165518615e-01
3.699999999999999956e-01	1.029657294386101540e-01
3.800000000000000044e-01	6.895287677733596965e-02
3.900000000000000133e-01	3.816495609874515083e-02
4.000000000000000222e-01	1.385210283928783870e-02
4.100000000000000311e-01	-8.214319005545034358e-04
4.199999999999999845e-01	-3.043265257403282575e-03
4.299999999999999933e-01	9.397828372652738960e-03
4.400000000000000022e-01	3.790154594200595417e-02
4.500000000000000111e-01	8.290388807855164632e-02
4.600000000000000200e-01	1.437977481853190964e-01
4.700000000000000289e-01	2.189346948160437734e-01
4.799999999999999822e-01	3.057094290498104661e-01
4.899999999999999911e-01	4.007212329655402416e-01
5.000000000000000000e-01	4.999999999999997780e-01
5.100000000000000089e-01	5.992787670344594808e-01
5.200000000000000178e-01	6.942905709501892009e-01
5.300000000000000266e-01	7.810653051839566707e-01
5.400000000000000355e-01	8.562022518146812367e-01
5.500000000000000444e-01	9.170961119214484647e-01
5.600000000000000533e-01	9.620984540579941013e-01
5.700000000000000622e-01	9.906021716273472055e-01
